Id;LotFrontage;LotArea;MasVnrArea;BsmtFinSF1;BsmtFinSF2;BsmtUnfSF;TotalBsmtSF;1stFlrSF;2ndFlrSF;LowQualFinSF;GrLivArea;GarageArea;WoodDeckSF;OpenPorchSF;EnclosedPorch;3SsnPorch;ScreenPorch;PoolArea;MiscVal;SalePrice
591;64;8320;0;490;0;280;770;770;812;0;1582;520;0;45;0;0;0;0;0;185900
592;97;13478;420;1338;0;384;1722;1728;568;0;2296;842;382;274;0;0;0;0;0;451950
593;60;6600;0;816;0;0;816;816;0;0;816;816;0;0;0;0;0;0;0;138000
594;NA;4435;170;685;0;163;848;848;0;0;848;420;140;0;0;0;0;0;0;140000
595;88;7990;0;0;0;924;924;924;0;0;924;280;0;0;0;0;0;0;0;110000
596;69;11302;238;1422;0;392;1814;1826;0;0;1826;758;180;75;0;0;120;0;0;319000
597;60;3600;0;0;0;684;684;684;684;0;1368;216;0;158;0;0;0;0;0;114504
598;53;3922;72;0;0;1258;1258;1402;0;0;1402;648;120;16;0;0;0;0;0;194201
599;80;12984;459;1283;147;0;1430;1647;0;0;1647;621;0;0;0;0;0;0;0;217500
600;24;1950;0;81;612;23;716;716;840;0;1556;452;161;0;0;0;0;0;0;151000
601;74;10927;280;546;0;512;1058;1058;846;0;1904;736;179;60;0;0;0;0;0;275000
602;50;9000;0;0;0;780;780;780;595;0;1375;544;0;162;0;0;126;0;0;141000
603;80;10041;0;789;0;119;908;927;988;0;1915;506;120;150;0;0;0;0;0;220000
604;30;3182;0;0;0;600;600;600;600;0;1200;480;0;172;0;0;0;0;0;151000
605;88;12803;99;922;0;572;1494;1494;0;0;1494;530;192;36;0;0;0;0;0;221000
606;85;13600;176;454;0;314;768;1186;800;0;1986;486;0;42;0;0;189;0;0;205000
607;82;12464;0;732;0;308;1040;1040;0;0;1040;576;168;0;0;0;0;0;0;152000
608;78;7800;0;603;0;293;896;1112;896;0;2008;230;103;0;0;0;0;0;0;225000
609;78;12168;0;428;0;537;965;1940;1254;0;3194;380;0;0;0;0;0;0;0;359100
610;61;7943;192;903;0;126;1029;1029;0;0;1029;261;64;0;39;0;0;0;0;118500
611;NA;11050;204;904;0;536;1440;1476;677;0;2153;736;253;142;0;0;0;0;0;313000
612;NA;10395;233;605;0;427;1032;1032;0;0;1032;564;0;0;0;0;0;0;500;148000
613;NA;11885;108;990;0;309;1299;1299;573;0;1872;531;160;122;0;0;0;0;0;261500
614;70;8402;0;206;0;914;1120;1120;0;0;1120;0;0;30;0;0;0;0;0;147000
615;21;1491;0;150;480;0;630;630;0;0;630;0;96;24;0;0;0;0;0;75500
616;80;8800;156;763;0;173;936;1054;0;0;1054;480;120;0;0;0;0;0;0;137500
617;NA;7861;0;457;0;326;783;807;702;0;1509;393;100;75;0;0;0;0;0;183200
618;59;7227;0;0;0;832;832;832;0;0;832;528;0;0;0;0;0;0;0;105500
619;90;11694;452;48;0;1774;1822;1828;0;0;1828;774;0;108;0;0;260;0;0;314813
620;85;12244;226;871;0;611;1482;1482;780;0;2262;749;168;0;0;0;0;0;0;305000
621;45;8248;0;41;0;823;864;864;0;0;864;0;0;0;100;0;0;0;0;67000
622;90;10800;0;956;182;384;1522;1548;1066;0;2614;624;38;243;0;0;0;0;0;240000
623;71;7064;153;560;0;420;980;980;0;0;980;484;192;0;0;0;0;0;0;135000
624;NA;2117;513;420;0;336;756;756;756;0;1512;440;0;32;0;0;0;0;0;168500
625;80;10400;288;247;0;485;732;1012;778;0;1790;484;148;0;0;0;147;0;0;165150
626;87;10000;261;0;0;1116;1116;1116;0;0;1116;440;0;0;0;0;385;0;0;160000
627;NA;12342;0;0;0;978;978;1422;0;0;1422;286;0;0;36;0;0;0;600;139900
628;80;9600;164;674;132;350;1156;1520;0;0;1520;364;0;0;189;0;0;0;0;153000
629;70;11606;192;650;0;390;1040;1040;1040;0;2080;504;335;0;0;0;0;0;0;135000
630;82;9020;259;624;336;288;1248;1350;0;0;1350;520;176;0;0;0;0;0;0;168500
631;50;9000;0;0;0;636;636;1089;661;0;1750;240;0;0;293;0;0;0;0;124000
632;34;4590;108;24;0;1530;1554;1554;0;0;1554;627;156;73;0;0;0;0;0;209500
633;85;11900;209;822;0;564;1386;1411;0;0;1411;544;192;0;0;0;0;0;0;82500
634;80;9250;0;480;468;108;1056;1056;0;0;1056;260;390;0;0;0;0;0;0;139400
635;64;6979;0;1056;0;0;1056;1056;0;0;1056;576;264;56;0;0;0;0;600;144000
636;60;10896;0;256;0;1184;1440;1440;1440;515;3395;0;0;110;0;0;0;0;0;200000
637;51;6120;0;0;0;264;264;800;0;0;800;0;0;0;0;0;0;0;0;60000
638;50;6000;0;0;0;811;811;811;576;0;1387;256;0;0;0;0;0;0;0;93000
639;67;8777;0;0;0;796;796;796;0;0;796;0;328;0;164;0;0;0;0;85000
640;53;3982;0;1154;0;366;1520;1567;0;0;1567;648;312;0;0;0;0;0;0;264561
641;62;12677;472;1218;0;300;1518;1518;0;0;1518;588;185;140;0;0;0;0;0;274000
642;NA;7050;0;738;0;319;1057;1057;872;0;1929;650;0;235;0;0;0;0;0;226000
643;75;13860;0;1410;0;542;1952;2000;704;0;2704;538;269;111;0;0;0;0;0;345000
644;80;10793;263;493;287;0;780;780;840;0;1620;462;208;0;0;0;0;0;0;152000
645;85;9187;162;1121;0;645;1766;1766;0;0;1766;478;195;130;0;0;0;0;0;370878
646;NA;10530;0;282;35;664;981;981;0;0;981;576;0;312;40;0;0;0;0;143250
647;60;7200;0;0;0;0;0;1048;0;0;1048;420;0;27;0;0;0;0;0;98300
648;85;10452;216;500;0;594;1094;1094;0;0;1094;495;0;0;0;0;287;0;0;155000
649;70;7700;351;0;0;756;756;1051;788;0;1839;442;0;124;216;0;0;0;0;155000
650;21;1936;0;131;499;0;630;630;0;0;630;0;0;0;0;0;0;0;0;84500
651;65;8125;NA;0;0;813;813;822;843;0;1665;562;0;0;0;0;0;0;0;205950
652;60;9084;0;0;0;755;755;755;755;0;1510;296;120;0;0;0;0;0;0;108000
653;70;8750;0;0;0;880;880;909;807;0;1716;512;0;120;0;0;0;0;0;191000
654;60;10320;0;0;0;756;756;756;713;0;1469;216;57;0;239;0;0;0;0;135000
655;91;10437;660;1696;0;413;2109;2113;0;0;2113;839;236;46;0;0;0;0;0;350000
656;21;1680;381;0;0;525;525;525;567;0;1092;264;0;0;0;0;0;0;0;88000
657;72;10007;54;806;0;247;1053;1053;0;0;1053;312;0;0;0;0;0;0;0;145500
658;60;7200;0;0;0;776;776;851;651;0;1502;270;0;0;112;0;0;0;0;149000
659;78;17503;0;0;0;912;912;912;546;0;1458;330;192;0;0;0;0;0;0;97500
660;75;9937;0;637;0;849;1486;1486;0;0;1486;480;0;0;0;0;0;0;0;167000
661;NA;12384;233;0;0;793;793;1142;793;0;1935;550;0;113;252;0;0;0;0;197900
662;52;46589;528;1361;180;88;1629;1686;762;0;2448;711;517;76;0;0;0;0;0;402000
663;120;13560;216;0;0;1392;1392;1392;0;0;1392;576;0;0;240;0;0;0;0;110000
664;90;10012;0;920;180;38;1138;1181;0;0;1181;588;0;0;180;0;0;0;0;137500
665;49;20896;0;1721;0;356;2077;2097;0;0;2097;1134;192;267;0;0;0;0;0;423000
666;106;11194;40;0;0;1406;1406;1454;482;0;1936;504;188;124;0;0;0;0;0;230500
667;NA;18450;113;187;723;111;1021;1465;915;0;2380;596;0;265;0;0;0;0;0;129000
668;65;8125;258;1138;0;270;1408;1679;0;0;1679;575;224;42;0;0;0;0;0;193500
669;NA;14175;0;988;0;200;1188;1437;0;0;1437;576;304;0;0;0;0;0;0;168000
670;80;11600;0;0;0;700;700;1180;0;0;1180;252;0;0;67;0;0;0;0;137500
671;64;8633;0;193;0;545;738;738;738;0;1476;540;100;35;0;0;0;0;0;173500
672;54;6629;0;551;0;121;672;697;672;0;1369;300;147;0;0;0;0;0;0;103600
673;NA;11250;0;767;0;441;1208;1208;0;0;1208;546;198;42;0;0;0;0;0;165000
674;110;14442;106;1186;0;291;1477;1839;0;0;1839;416;0;87;0;0;200;0;0;257500
675;80;9200;0;892;0;244;1136;1136;0;0;1136;384;426;0;0;0;0;0;0;140000
676;24;2289;0;311;0;544;855;855;586;0;1441;440;28;0;0;0;0;0;0;148500
677;60;9600;0;0;0;1095;1095;1095;679;0;1774;779;0;0;90;0;0;0;0;87000
678;52;9022;0;0;0;768;768;792;0;0;792;240;316;0;120;0;0;0;0;109500
679;80;11844;464;0;0;2046;2046;2046;0;0;2046;834;322;82;0;0;0;0;0;372500
680;NA;9945;57;827;0;161;988;988;0;0;988;572;0;0;0;0;0;0;0;128500
681;50;8012;0;543;119;261;923;923;0;0;923;264;80;0;0;0;0;0;0;143000
682;55;4500;0;182;0;611;793;848;672;0;1520;281;0;0;56;0;0;0;0;159434
683;NA;2887;0;1003;0;288;1291;1291;0;0;1291;431;307;0;0;0;0;0;0;173000
684;90;11248;215;1059;0;567;1626;1668;0;0;1668;702;257;45;0;0;0;0;0;285000
685;58;16770;30;0;0;1195;1195;1195;644;0;1839;486;0;81;0;0;0;0;0;221000
686;NA;5062;0;828;182;180;1190;1190;900;0;2090;577;219;0;0;0;0;0;0;207500
687;84;10207;0;0;0;874;874;874;887;0;1761;578;144;105;0;0;0;0;0;227875
688;NA;5105;0;239;0;312;551;551;551;0;1102;480;0;60;0;0;0;0;0;148800
689;60;8089;0;945;0;474;1419;1419;0;0;1419;567;140;0;0;0;0;0;0;392000
690;61;7577;256;20;0;1342;1362;1362;0;0;1362;460;192;28;0;0;0;0;0;194700
691;NA;4426;147;697;0;151;848;848;0;0;848;420;149;0;0;0;0;0;0;141000
692;104;21535;1170;1455;0;989;2444;2444;1872;0;4316;832;382;50;0;0;0;0;0;755000
693;42;26178;293;965;0;245;1210;1238;1281;0;2519;628;320;27;0;0;0;0;0;335000
694;60;5400;0;0;0;1073;1073;1073;0;0;1073;326;0;0;112;0;0;0;0;108480
695;51;6120;0;0;0;927;927;1067;472;0;1539;576;112;0;0;0;0;0;0;141500
696;54;13811;72;980;40;92;1112;1137;0;0;1137;551;125;0;0;0;0;0;0;176000
697;50;6000;0;616;0;0;616;616;0;0;616;205;0;0;129;0;0;0;0;89000
698;57;6420;0;210;551;219;980;1148;0;0;1148;308;0;0;0;0;0;0;0;123500
699;65;8450;0;553;117;224;894;894;0;0;894;336;416;144;0;0;0;0;0;138500
700;59;4282;0;16;0;1375;1391;1391;0;0;1391;530;156;158;0;0;0;0;0;196000
701;85;14331;630;1274;0;526;1800;1800;0;0;1800;765;270;78;0;0;0;0;0;312500
702;80;9600;168;0;0;1164;1164;1164;0;0;1164;528;0;0;0;0;0;0;0;140000
703;82;12438;466;0;0;1234;1234;1264;1312;0;2576;666;324;100;0;0;0;0;0;361919
704;76;7630;0;0;0;360;360;1032;780;0;1812;672;344;0;40;0;0;0;0;140000
705;70;8400;109;712;0;761;1473;1484;0;0;1484;606;0;35;0;144;0;0;0;213000
706;70;5600;0;0;0;0;0;372;720;0;1092;0;0;0;0;0;0;0;3500;55000
707;NA;115149;351;1219;0;424;1643;1824;0;0;1824;739;380;48;0;0;0;0;0;302000
708;48;6240;176;863;0;461;1324;1324;0;0;1324;550;192;38;0;0;0;0;0;254000
709;65;9018;0;0;0;728;728;728;728;0;1456;400;100;24;0;0;0;0;0;179540
710;NA;7162;41;0;0;876;876;904;0;0;904;408;0;0;0;0;0;0;0;109900
711;56;4130;0;0;0;270;270;729;0;0;729;0;0;0;0;0;0;0;0;52000
712;66;8712;0;0;0;859;859;859;319;0;1178;384;68;0;98;0;0;0;0;102776
713;40;4671;0;767;0;461;1228;1228;0;0;1228;472;168;120;0;0;0;0;0;189000
714;60;9873;160;789;0;171;960;960;0;0;960;576;0;288;0;0;0;0;0;129000
715;NA;13517;289;533;0;192;725;725;754;0;1479;475;0;44;0;0;0;0;0;130500
716;78;10140;174;0;0;1064;1064;1350;0;0;1350;478;0;0;0;0;0;0;0;165000
717;60;10800;0;0;0;718;718;1576;978;0;2554;704;0;48;143;0;0;0;0;159500
718;80;10000;0;1084;0;92;1176;1178;0;0;1178;439;224;0;0;0;0;0;0;157000
719;96;10542;651;1173;0;138;1311;1325;1093;0;2418;983;250;154;216;0;0;0;0;341000
720;69;9920;0;523;0;448;971;971;0;0;971;300;0;0;0;0;0;0;0;128500
721;NA;6563;0;1148;0;594;1742;1742;0;0;1742;564;114;28;234;0;0;0;0;275000
722;NA;4426;169;662;0;186;848;848;0;0;848;420;160;0;0;0;0;0;0;143000
723;70;8120;0;191;0;673;864;864;0;0;864;463;0;0;0;0;0;0;0;124500
724;60;8172;0;0;0;941;941;997;473;0;1470;548;0;0;0;0;156;0;0;135000
725;86;13286;340;1234;0;464;1698;1698;0;0;1698;768;327;64;0;0;0;0;0;320000
726;60;6960;0;375;239;250;864;864;0;0;864;660;96;0;0;0;0;0;500;120500
727;NA;21695;260;808;0;72;880;1680;0;0;1680;540;292;44;0;182;0;0;0;222000
728;64;7314;82;724;0;508;1232;1232;0;0;1232;632;132;0;0;0;0;0;0;194500
729;85;11475;95;0;0;1584;1584;1776;0;0;1776;888;0;25;0;0;0;0;0;110000
730;52;6240;0;152;0;628;780;848;0;360;1208;539;0;23;112;0;0;0;0;103000
731;39;5389;0;1180;0;415;1595;1616;0;0;1616;608;237;152;0;0;0;0;0;236500
732;73;9590;442;786;0;82;868;1146;0;0;1146;438;160;22;0;0;0;0;0;187500
733;75;11404;202;252;0;901;1153;1153;878;0;2031;541;192;84;0;0;0;0;0;222500
734;80;10000;0;594;0;270;864;1144;0;0;1144;264;165;0;0;0;0;0;400;131400
735;NA;8978;0;0;0;948;948;948;0;0;948;300;147;0;0;0;0;0;0;108000
736;60;10800;0;390;0;490;880;880;888;0;1768;320;0;341;0;0;0;0;0;163000
737;60;8544;0;0;0;0;0;1040;0;0;1040;400;0;0;0;0;0;0;0;93500
738;72;10463;0;0;0;893;893;901;900;0;1801;800;0;116;0;0;0;0;0;239900
739;60;10800;0;1200;0;0;1200;1200;0;0;1200;0;120;0;0;0;0;0;0;179000
740;65;9313;0;0;0;864;864;864;864;0;1728;572;187;56;0;0;0;0;0;190000
741;60;9600;0;0;0;264;264;768;664;0;1432;360;270;0;112;0;0;0;0;132000
742;65;6768;0;832;0;80;912;912;0;0;912;288;168;0;0;0;0;0;0;142000
743;65;8450;108;0;0;1349;1349;1349;0;0;1349;539;120;55;0;0;0;0;0;179000
744;70;12886;0;444;0;76;520;1464;0;0;1464;480;302;0;0;0;100;0;0;175000
745;41;5395;0;733;0;604;1337;1337;0;0;1337;462;96;0;70;168;0;0;0;180000
746;NA;8963;289;575;80;487;1142;1175;1540;0;2715;831;0;204;0;0;0;0;0;299800
747;NA;8795;0;300;0;652;952;980;1276;0;2256;554;224;54;0;0;0;0;0;236000
748;65;11700;0;0;0;1240;1240;1320;1320;0;2640;864;181;0;386;0;0;0;0;265979
749;59;10593;338;919;0;801;1720;1720;0;0;1720;527;240;56;154;0;0;0;0;260400
750;50;8405;0;0;0;0;0;1088;441;0;1529;240;92;0;185;0;0;0;0;98000
751;55;8800;0;0;0;576;576;792;348;0;1140;0;0;160;0;0;0;0;0;96500
752;NA;7750;0;0;0;660;660;660;660;0;1320;400;0;48;0;0;0;0;0;162000
753;79;9236;0;1200;0;279;1479;1494;0;0;1494;576;168;27;0;0;0;0;0;217000
754;80;10240;178;0;0;1030;1030;1038;1060;0;2098;878;192;52;0;0;0;0;0;275500
755;61;7930;0;439;472;115;1026;1026;0;0;1026;440;171;48;0;0;0;0;0;156000
756;34;3230;894;381;0;348;729;742;729;0;1471;440;0;24;0;0;0;0;0;172500
757;68;10769;0;20;0;846;866;866;902;0;1768;578;144;105;0;0;0;0;0;212000
758;NA;11616;328;438;0;234;672;672;714;0;1386;440;335;0;0;0;0;0;0;158900
759;24;2280;360;549;0;195;744;757;744;0;1501;440;0;0;0;0;0;0;0;179400
760;65;12257;513;56;64;1198;1318;1328;1203;0;2531;752;222;98;0;0;0;0;0;290000
761;70;9100;0;612;0;252;864;864;0;0;864;300;0;0;0;0;0;0;450;127500
762;60;6911;0;405;0;740;1145;1301;0;0;1301;440;0;0;0;0;0;0;0;100000
763;72;8640;0;24;0;732;756;764;783;0;1547;614;169;45;0;0;0;0;0;215200
764;82;9430;673;1163;0;89;1252;1268;1097;0;2365;856;0;128;0;0;180;0;0;337000
765;30;9549;0;437;1057;0;1494;1494;0;0;1494;481;0;30;0;0;216;0;0;270000
766;75;14587;284;0;0;1498;1498;1506;0;0;1506;592;0;174;0;0;0;0;0;264132
767;80;10421;42;394;0;586;980;980;734;0;1714;496;228;66;156;0;0;0;500;196500
768;75;12508;0;660;0;323;983;983;767;0;1750;423;245;0;156;0;0;0;1300;160000
769;70;9100;0;24;0;1836;1860;1836;0;0;1836;484;120;33;0;0;0;0;0;216837
770;47;53504;603;1416;0;234;1650;1690;1589;0;3279;841;503;36;0;0;210;0;0;538000
771;NA;7252;0;685;0;173;858;858;0;0;858;576;120;0;0;0;0;0;0;134900
772;67;8877;0;836;0;0;836;1220;0;0;1220;396;0;0;0;0;0;0;0;102000
773;94;7819;0;422;127;480;1029;1117;0;0;1117;672;144;0;0;0;0;0;0;107000
774;70;10150;1;456;0;456;912;912;0;0;912;275;0;0;0;0;0;0;0;114500
775;110;14226;375;0;0;1935;1935;1973;0;0;1973;895;315;45;0;0;0;0;0;395000
776;32;4500;320;866;0;338;1204;1204;0;0;1204;412;0;247;0;0;0;0;0;162000
777;86;11210;240;20;0;1594;1614;1614;0;0;1614;865;144;59;0;0;0;0;0;221500
778;100;13350;0;762;0;102;864;894;0;0;894;440;241;0;0;0;0;0;0;142500
779;60;8400;320;0;0;0;0;2020;0;0;2020;630;0;0;0;0;0;0;0;144000
780;78;10530;90;975;0;0;975;1004;0;0;1004;504;0;0;0;0;0;0;0;135000
781;63;7875;38;0;0;1237;1237;1253;0;0;1253;402;220;21;0;0;0;0;0;176000
782;65;7153;0;387;0;374;761;810;793;0;1603;484;0;124;0;0;0;0;0;175900
783;67;16285;0;0;0;1413;1413;1430;0;0;1430;605;0;33;0;0;0;0;0;187100
784;NA;9101;104;1097;0;0;1097;1110;0;0;1110;602;303;30;0;0;0;0;0;165500
785;35;6300;0;0;0;742;742;742;742;0;1484;0;0;291;134;0;0;0;0;128000
786;NA;9790;0;251;630;491;1372;1342;0;0;1342;457;0;0;0;0;197;0;0;161500
787;60;10800;0;686;0;0;686;966;686;0;1652;416;0;0;196;0;0;0;1200;139000
788;76;10142;0;656;0;300;956;956;1128;0;2084;618;0;45;0;0;0;0;0;233000
789;50;6000;0;0;0;901;901;901;0;0;901;281;0;0;0;0;0;0;0;107900
790;NA;12205;157;568;0;264;832;976;1111;0;2087;444;133;168;0;0;0;0;0;187500
791;43;3182;11;16;0;1129;1145;1145;0;0;1145;397;100;16;0;0;0;0;0;160200
792;NA;11333;0;539;0;490;1029;1062;0;0;1062;539;120;0;0;0;0;0;0;146800
793;92;9920;0;862;0;255;1117;1127;886;0;2013;455;180;130;0;0;0;0;0;269790
794;76;9158;140;0;0;1496;1496;1496;0;0;1496;474;168;130;0;0;0;0;0;225000
795;NA;10832;0;0;0;712;712;1086;809;0;1895;409;143;46;0;0;0;0;500;194500
796;70;8400;130;0;0;650;650;888;676;0;1564;476;0;50;0;0;204;0;0;171000
797;71;8197;148;0;0;660;660;1285;0;0;1285;528;138;0;0;0;0;0;0;143500
798;57;7677;0;570;0;203;773;773;0;0;773;240;0;0;0;0;0;0;0;110000
799;104;13518;860;0;0;1926;1926;1966;1174;0;3140;820;144;78;0;0;0;0;0;485000
800;60;7200;252;569;0;162;731;981;787;0;1768;240;0;0;264;0;0;0;0;175000
801;79;12798;0;462;0;154;616;616;1072;0;1688;603;403;114;185;0;0;0;400;200000
802;40;4800;0;197;0;999;1196;1196;0;0;1196;440;0;0;0;0;0;0;0;109900
803;63;8199;0;648;0;80;728;728;728;0;1456;410;36;18;0;0;0;0;0;189000
804;107;13891;424;0;0;1734;1734;1734;1088;0;2822;1020;52;170;0;0;192;0;0;582933
805;75;9000;0;812;0;124;936;1128;0;0;1128;286;0;0;0;0;0;0;0;118000
806;91;12274;256;0;0;1417;1417;1428;0;0;1428;554;0;60;0;0;0;0;0;227680
807;75;9750;0;400;480;100;980;980;0;0;980;384;68;0;0;0;0;0;0;135500
808;144;21384;0;1309;0;15;1324;1072;504;0;1576;528;0;312;0;0;0;0;0;223500
809;85;13400;1047;516;128;380;1024;1086;0;0;1086;484;0;0;0;0;0;0;0;159950
810;90;8100;0;0;0;849;849;1075;1063;0;2138;360;40;156;0;0;0;0;0;106000
811;78;10140;99;663;377;0;1040;1309;0;0;1309;484;265;0;0;0;0;648;0;181000
812;NA;4438;169;662;0;186;848;848;0;0;848;420;140;0;0;0;0;0;0;144500
813;66;8712;0;0;0;540;540;1044;0;0;1044;504;0;0;0;0;0;0;54;55993
814;75;9750;243;608;0;834;1442;1442;0;0;1442;301;0;0;275;0;0;0;500;157900
815;45;8248;0;0;0;686;686;686;564;0;1250;280;207;0;96;0;0;0;0;116000
816;48;12137;442;0;0;1649;1649;1661;0;0;1661;598;0;34;0;0;0;0;0;224900
817;NA;11425;0;486;0;522;1008;1008;0;0;1008;275;0;0;120;0;0;0;0;137000
818;NA;13265;148;1218;0;350;1568;1689;0;0;1689;857;150;59;0;0;0;0;0;271000
819;80;8816;80;504;0;506;1010;1052;0;0;1052;440;0;0;0;0;0;0;0;155000
820;44;6371;128;733;0;625;1358;1358;0;0;1358;484;192;35;0;0;0;0;0;224000
821;72;7226;0;0;0;798;798;798;842;0;1640;595;0;45;0;0;0;0;0;183000
822;60;6000;0;0;0;936;936;936;0;0;936;576;0;32;112;0;0;0;0;93000
823;NA;12394;0;0;0;847;847;847;886;0;1733;433;100;48;0;0;0;0;0;225000
824;60;9900;0;0;0;778;778;944;545;0;1489;240;335;0;0;0;0;0;0;139500
825;81;11216;0;0;0;1489;1489;1489;0;0;1489;776;0;140;0;0;0;0;0;232600
826;114;14803;816;1636;0;442;2078;2084;0;0;2084;1220;188;45;0;0;0;0;0;385000
827;50;6130;0;784;0;0;784;784;0;0;784;0;0;0;116;0;0;0;0;109500
828;65;8529;0;20;0;1434;1454;1434;0;0;1434;527;290;39;0;0;0;0;0;189000
829;NA;28698;0;249;764;0;1013;1160;966;0;2126;538;486;0;0;0;225;0;0;185000
830;24;2544;0;0;0;600;600;520;623;80;1223;480;0;166;0;0;0;0;0;147400
831;80;11900;387;1040;0;352;1392;1392;0;0;1392;458;0;0;0;0;192;0;0;166000
832;30;3180;0;0;0;600;600;520;600;80;1200;480;0;166;0;0;0;0;0;151000
833;44;9548;223;483;0;458;941;941;888;0;1829;613;192;39;0;0;0;0;0;237000
834;100;10004;180;196;345;975;1516;1516;0;0;1516;472;0;0;0;0;152;0;0;167000
835;75;7875;136;572;0;572;1144;1144;0;0;1144;456;0;0;0;0;0;0;0;139950
836;60;9600;0;442;0;625;1067;1067;0;0;1067;436;290;0;0;0;0;0;0;128000
837;90;8100;0;338;0;1221;1559;1559;0;0;1559;812;0;116;230;0;0;0;0;153500
838;21;1680;158;330;0;153;483;483;504;0;987;264;0;0;0;0;0;0;0;100000
839;75;9525;0;0;0;1099;1099;1099;0;0;1099;352;278;0;0;0;0;0;0;144000
840;70;11767;0;352;0;416;768;768;432;0;1200;240;0;0;0;0;0;0;0;130500
841;NA;12155;0;156;0;516;672;810;672;0;1482;400;0;0;254;0;0;0;0;140000
842;60;10440;0;0;0;650;650;958;581;0;1539;686;70;78;68;0;0;0;0;157500
843;82;9020;183;312;539;276;1127;1165;0;0;1165;490;0;129;0;0;0;0;0;174900
844;80;8000;0;0;0;1800;1800;1800;0;0;1800;0;0;0;0;0;0;0;0;141000
845;100;12665;0;0;0;876;876;876;540;0;1416;720;418;0;194;0;0;0;0;153900
846;NA;16647;0;1390;0;0;1390;1701;0;0;1701;611;0;0;0;0;0;0;0;171000
847;75;9317;137;513;0;227;740;1006;769;0;1775;425;234;72;192;0;0;0;0;213000
848;36;15523;0;460;0;404;864;864;0;0;864;338;0;0;0;0;0;0;0;133500
849;75;45600;0;0;0;907;907;1307;1051;0;2358;360;486;40;0;0;175;0;0;240000
850;80;9600;360;0;0;528;528;1094;761;0;1855;512;113;100;0;0;0;0;0;187000
851;36;4435;170;659;0;189;848;848;0;0;848;420;140;0;0;0;0;0;0;131500
852;NA;3196;40;0;0;1273;1273;1456;0;0;1456;400;143;20;0;0;0;0;0;215000
853;53;7128;0;364;0;554;918;918;728;0;1646;240;0;0;0;0;126;0;0;164000
854;NA;12095;115;564;0;563;1127;1445;0;0;1445;645;180;0;0;0;0;0;0;158000
855;102;17920;0;306;1085;372;1763;1779;0;0;1779;454;0;418;0;0;312;0;0;170000
856;NA;6897;0;659;0;381;1040;1040;0;0;1040;260;0;104;0;0;0;0;0;127000
857;NA;10970;0;505;435;0;940;1026;0;0;1026;576;0;0;34;0;0;0;0;147000
858;65;8125;0;0;0;702;702;702;779;0;1481;343;0;36;0;0;0;0;0;174000
859;80;10400;189;0;0;1090;1090;1370;0;0;1370;479;0;0;0;0;0;0;0;152000
860;NA;11029;220;619;0;435;1054;1512;1142;0;2654;619;0;65;0;0;222;0;0;250000
861;55;7642;0;0;0;912;912;912;514;0;1426;216;0;240;0;0;0;0;0;189950
862;75;11625;0;841;0;198;1039;1039;0;0;1039;504;0;0;0;0;0;0;0;131500
863;81;9672;0;338;0;702;1040;1097;0;0;1097;480;0;0;0;0;0;0;0;152000
864;70;7931;0;1148;0;0;1148;1148;0;0;1148;672;0;0;0;0;0;0;0;132500
865;72;8640;0;0;0;1372;1372;1372;0;0;1372;529;0;140;0;0;0;0;0;250580
866;NA;8750;76;828;0;174;1002;1002;0;0;1002;902;0;0;0;0;0;0;0;148500
867;67;10656;274;0;0;1638;1638;1646;0;0;1646;870;192;80;0;0;0;0;0;248900
868;85;6970;0;932;0;108;1040;1120;0;0;1120;544;168;0;0;0;0;0;400;129000
869;NA;14762;0;0;0;0;0;1547;720;53;2320;672;120;144;0;0;0;0;0;169000
870;80;9938;246;750;0;300;1050;1062;887;0;1949;574;156;90;0;0;0;0;0;236000
871;60;6600;0;0;0;894;894;894;0;0;894;308;0;0;0;0;0;0;0;109500
872;70;8750;116;505;0;299;804;804;878;0;1682;523;0;77;0;0;0;0;0;200500
873;74;8892;0;0;0;105;105;910;0;0;910;414;196;0;150;0;0;0;0;116000
874;60;12144;0;375;0;457;832;1036;0;232;1268;288;0;28;0;0;0;0;0;133000
875;52;5720;0;0;0;676;676;676;455;0;1131;200;26;0;0;0;0;0;0;66500
876;75;9000;0;64;0;1120;1184;1184;1426;0;2610;550;208;364;0;0;0;0;0;303477
877;94;25286;0;633;0;431;1064;1040;0;0;1040;648;0;0;0;0;0;0;0;132250
878;74;8834;216;1170;0;292;1462;1462;762;0;2224;738;184;0;0;0;0;0;0;350000
879;88;11782;0;899;0;210;1109;1155;0;0;1155;576;192;0;0;0;0;0;400;148000
880;NA;7000;90;646;0;218;864;864;0;0;864;336;0;0;0;0;0;0;0;136500
881;60;7024;0;980;0;110;1090;1090;0;0;1090;450;0;49;0;0;0;0;0;157000
882;44;13758;117;902;0;254;1156;1187;530;0;1717;400;168;36;0;0;0;0;0;187500
883;NA;9636;0;0;0;808;808;808;785;0;1593;389;342;40;0;0;0;0;0;178000
884;60;6204;0;0;0;795;795;954;795;481;2230;440;0;188;0;0;0;0;0;118500
885;65;7150;60;432;0;460;892;892;0;0;892;288;0;0;0;0;0;0;0;100000
886;50;5119;60;1238;0;460;1698;1709;0;0;1709;506;97;65;0;0;0;0;0;328900
887;70;8393;122;528;0;1098;1626;1712;0;0;1712;588;272;54;0;0;0;0;0;145000
